timestamp,temperature_c,current_ka,power_mw
2026-06-01 02:48:00,1060.3,77.8,19.79
2026-06-01 02:50:00,1081.9,88.9,31.86
2026-06-01 02:52:00,1098.8,78.75,40.02
2026-06-01 02:54:00,1056.4,86.98,37.18
2026-06-01 02:56:00,1079.2,69.99,37.11
2026-06-01 02:58:00,1065.7,83.5,25.17
2026-06-01 03:00:00,1090.7,86.86,34.97
2026-06-01 03:02:00,1075.0,67.42,23.03
2026-06-01 03:04:00,1096.6,73.5,28.0
2026-06-01 03:06:00,1094.5,71.14,39.07
2026-06-01 03:08:00,1082.1,82.31,21.9
2026-06-01 03:10:00,1101.8,76.81,37.35
2026-06-01 03:12:00,1095.6,61.35,38.62
2026-06-01 03:14:00,1080.7,69.11,38.77
2026-06-01 03:16:00,1086.8,73.6,25.94
2026-06-01 03:18:00,1094.3,81.07,35.49
2026-06-01 03:20:00,1094.7,75.77,21.62
2026-06-01 03:22:00,1094.8,74.19,38.23
2026-06-01 03:24:00,1073.0,81.61,31.75
2026-06-01 03:26:00,1080.5,62.04,33.78
2026-06-01 03:28:00,1078.3,88.89,27.13
2026-06-01 03:30:00,1088.8,84.73,39.12
2026-06-01 03:32:00,1074.6,75.67,27.95
2026-06-01 03:34:00,1082.2,63.02,29.69
2026-06-01 03:36:00,1085.1,63.54,22.34
2026-06-01 03:38:00,1081.0,81.95,31.45
2026-06-01 03:40:00,1083.7,85.89,24.39
2026-06-01 03:42:00,1091.4,60.97,39.7
2026-06-01 03:44:00,1088.7,76.95,39.55
2026-06-01 03:46:00,1085.5,78.9,33.92
2026-06-01 03:48:00,1117.7,90.26,22.52
2026-06-01 03:50:00,1073.8,87.36,37.23
2026-06-01 03:52:00,1118.2,68.93,30.92
2026-06-01 03:54:00,1073.2,76.3,20.95
2026-06-01 03:56:00,1090.5,84.93,33.95
2026-06-01 03:58:00,1113.5,90.14,37.86
2026-06-01 04:00:00,1073.5,84.0,19.91
2026-06-01 04:02:00,1120.8,74.04,37.58
2026-06-01 04:04:00,1067.6,82.69,35.48
2026-06-01 04:06:00,1113.6,74.48,26.48
2026-06-01 04:08:00,1093.4,88.35,37.0
2026-06-01 04:10:00,1094.0,73.59,22.62
2026-06-01 04:12:00,1095.1,80.33,32.45
2026-06-01 04:14:00,1101.0,64.18,33.82
2026-06-01 04:16:00,1116.6,87.89,32.2
2026-06-01 04:18:00,1095.0,86.47,28.16
2026-06-01 04:20:00,1103.0,67.36,23.21
2026-06-01 04:22:00,1193.8,72.57,32.82
2026-06-01 04:24:00,1075.6,68.67,29.39
2026-06-01 04:26:00,1062.7,68.84,30.91
2026-06-01 04:28:00,1067.8,86.85,28.57
2026-06-01 04:30:00,1092.5,78.92,24.76
2026-06-01 04:32:00,1098.8,70.92,38.21
2026-06-01 04:34:00,1079.2,78.62,22.74
2026-06-01 04:36:00,1085.3,61.87,22.02
2026-06-01 04:38:00,1081.4,65.0,26.69
2026-06-01 04:40:00,1122.8,86.93,34.03
2026-06-01 04:42:00,1093.8,86.26,38.44
2026-06-01 04:44:00,1091.6,82.28,23.61
2026-06-01 04:46:00,1090.0,70.78,29.52
2026-06-01 04:48:00,1070.6,80.15,19.6
2026-06-01 04:50:00,1113.8,83.45,38.93
2026-06-01 04:52:00,1139.5,78.04,32.96
2026-06-01 04:54:00,1110.1,69.76,28.39
2026-06-01 04:56:00,1083.6,85.75,31.39
2026-06-01 04:58:00,1077.1,82.05,29.16
2026-06-01 05:00:00,1099.5,82.48,28.69
2026-06-01 05:02:00,1085.4,67.22,26.62
2026-06-01 05:04:00,1112.2,90.98,32.81
2026-06-01 05:06:00,1126.9,65.92,24.49
2026-06-01 05:08:00,1088.5,67.58,22.98
2026-06-01 05:10:00,1091.0,61.68,30.12
2026-06-01 05:12:00,1102.4,72.34,39.59
2026-06-01 05:14:00,1097.5,84.44,25.12
2026-06-01 05:16:00,1105.8,77.45,31.81
2026-06-01 05:18:00,1083.6,81.62,23.01
2026-06-01 05:20:00,1086.8,66.13,21.72
2026-06-01 05:22:00,1071.2,65.95,30.27
2026-06-01 05:24:00,1097.3,61.46,26.68
2026-06-01 05:26:00,1080.1,60.08,38.89
2026-06-01 05:28:00,1113.4,81.95,35.96
2026-06-01 05:30:00,1089.6,73.28,27.8
2026-06-01 05:32:00,1107.0,89.82,22.92
2026-06-01 05:34:00,1095.3,87.85,23.47
2026-06-01 05:36:00,1099.6,85.38,22.86
2026-06-01 05:38:00,1096.0,65.82,23.16
2026-06-01 05:40:00,1104.2,76.28,27.47
2026-06-01 05:42:00,1092.0,71.14,36.02
2026-06-01 05:44:00,1067.7,65.98,33.42
2026-06-01 05:46:00,1083.2,65.45,37.24
2026-06-01 05:48:00,1110.7,79.97,22.96
2026-06-01 05:50:00,1065.1,75.51,25.04
2026-06-01 05:52:00,1103.4,76.51,38.13
2026-06-01 05:54:00,1092.1,63.93,25.92
2026-06-01 05:56:00,1110.8,78.34,35.87
2026-06-01 05:58:00,1085.5,68.98,35.78
2026-06-01 06:00:00,1096.0,64.09,24.38
2026-06-01 06:02:00,1085.3,80.13,32.09
2026-06-01 06:04:00,1106.2,70.99,23.94
2026-06-01 06:06:00,1128.2,80.32,29.42
2026-06-01 06:08:00,1109.8,78.57,30.61
2026-06-01 06:10:00,1099.2,60.46,37.4
2026-06-01 06:12:00,1101.6,87.84,34.23
2026-06-01 06:14:00,1110.9,78.38,32.68
2026-06-01 06:16:00,1123.9,90.16,30.21
2026-06-01 06:18:00,1092.3,88.78,36.39
2026-06-01 06:20:00,1100.8,72.05,21.14
2026-06-01 06:22:00,1116.4,85.73,20.91
2026-06-01 06:24:00,1084.8,86.08,26.17
2026-06-01 06:26:00,1075.2,79.64,27.8
2026-06-01 06:28:00,1096.1,64.9,29.77
2026-06-01 06:30:00,1077.5,85.19,26.12
2026-06-01 06:32:00,1207.7,82.68,24.95
2026-06-01 06:34:00,1116.9,66.15,29.14
2026-06-01 06:36:00,1138.6,86.36,26.13
2026-06-01 06:38:00,1100.9,66.24,23.86
2026-06-01 06:40:00,1099.5,61.92,35.49
2026-06-01 06:42:00,1091.8,74.92,28.41
2026-06-01 06:44:00,1118.7,67.33,38.17
2026-06-01 06:46:00,1068.9,68.09,23.86
2026-06-01 06:48:00,1083.3,63.02,33.49
2026-06-01 06:50:00,1126.3,63.44,25.75
2026-06-01 06:52:00,1190.8,64.21,36.54
2026-06-01 06:54:00,1083.1,77.89,23.92
2026-06-01 06:56:00,1096.4,85.31,36.42
2026-06-01 06:58:00,1094.4,79.48,23.82
2026-06-01 07:00:00,1187.2,63.45,24.6
2026-06-01 07:02:00,1093.7,64.98,31.43
2026-06-01 07:04:00,1112.2,71.64,25.88
2026-06-01 07:06:00,1095.5,77.43,25.22
2026-06-01 07:08:00,1079.1,71.16,24.93
2026-06-01 07:10:00,1124.6,85.54,24.12
2026-06-01 07:12:00,1097.7,83.94,28.48
2026-06-01 07:14:00,1114.8,69.72,31.66
2026-06-01 07:16:00,1078.1,83.03,38.68
2026-06-01 07:18:00,1109.4,66.27,26.0
2026-06-01 07:20:00,1101.2,76.92,33.18
2026-06-01 07:22:00,1083.6,64.73,19.49
2026-06-01 07:24:00,1102.1,80.34,23.7
2026-06-01 07:26:00,1113.0,74.04,28.4
2026-06-01 07:28:00,1088.9,81.2,21.19
2026-06-01 07:30:00,1098.7,67.4,27.81
2026-06-01 07:32:00,1084.4,67.53,30.64
2026-06-01 07:34:00,1078.0,77.88,37.72
2026-06-01 07:36:00,1085.4,66.58,31.26
2026-06-01 07:38:00,1108.8,75.94,32.46
2026-06-01 07:40:00,1115.5,63.98,35.43
2026-06-01 07:42:00,1087.7,79.6,28.17
2026-06-01 07:44:00,1108.9,81.9,25.97
2026-06-01 07:46:00,1089.9,69.99,21.41
2026-06-01 07:48:00,1097.2,76.15,37.4
2026-06-01 07:50:00,1107.6,85.13,33.64
2026-06-01 07:52:00,1110.8,75.93,25.05
2026-06-01 07:54:00,1105.2,89.01,21.13
2026-06-01 07:56:00,1104.7,77.68,38.63
2026-06-01 07:58:00,1101.4,81.23,26.1
2026-06-01 08:00:00,1092.7,85.28,26.35
2026-06-01 08:02:00,1103.5,62.13,32.44
2026-06-01 08:04:00,1086.8,80.24,26.47
2026-06-01 08:06:00,1088.7,61.5,26.07
2026-06-01 08:08:00,1115.0,80.95,38.8
2026-06-01 08:10:00,1096.2,67.28,20.64
2026-06-01 08:12:00,1094.5,84.09,40.02
2026-06-01 08:14:00,1109.3,84.61,28.84
2026-06-01 08:16:00,1127.8,92.97,37.09
2026-06-01 08:18:00,1087.9,72.1,34.48
2026-06-01 08:20:00,1087.0,67.99,25.61
2026-06-01 08:22:00,1089.1,60.84,20.15
2026-06-01 08:24:00,1092.8,80.34,24.34
2026-06-01 08:26:00,1096.8,83.94,21.96
2026-06-01 08:28:00,1108.1,75.5,33.01
2026-06-01 08:30:00,1090.1,89.41,24.47
2026-06-01 08:32:00,1095.8,75.63,24.74
2026-06-01 08:34:00,1100.7,67.35,24.1
2026-06-01 08:36:00,1083.7,88.12,37.2
2026-06-01 08:38:00,1111.1,91.63,24.37
2026-06-01 08:40:00,1114.6,66.75,37.38
2026-06-01 08:42:00,1084.7,65.86,30.31
2026-06-01 08:44:00,1116.5,88.65,26.47
2026-06-01 08:46:00,1120.2,89.36,40.46
2026-06-01 08:48:00,1097.6,76.95,21.95
2026-06-01 08:50:00,1098.3,71.68,25.45
2026-06-01 08:52:00,1092.8,66.56,33.64
2026-06-01 08:54:00,1120.2,88.23,31.25
2026-06-01 08:56:00,1131.2,74.22,35.46
2026-06-01 08:58:00,1085.3,67.21,37.17
2026-06-01 09:00:00,1094.2,86.9,34.61
2026-06-01 09:02:00,1102.0,82.59,34.43
2026-06-01 09:04:00,1106.1,88.5,38.47
2026-06-01 09:06:00,1095.1,85.75,23.06
2026-06-01 09:08:00,1103.5,86.35,37.55
2026-06-01 09:10:00,1073.1,58.97,25.13
2026-06-01 09:12:00,1088.2,68.08,32.82
2026-06-01 09:14:00,1086.1,83.47,22.17
2026-06-01 09:16:00,1089.1,70.63,32.84
2026-06-01 09:18:00,1109.0,65.44,39.93
2026-06-01 09:20:00,1078.7,80.58,21.01
2026-06-01 09:22:00,1088.3,70.67,32.56
2026-06-01 09:24:00,1077.0,59.9,20.02
2026-06-01 09:26:00,1091.0,75.23,35.69
2026-06-01 09:28:00,1077.0,89.08,28.11
2026-06-01 09:30:00,1113.6,67.73,37.31
2026-06-01 09:32:00,1070.0,78.88,32.32
2026-06-01 09:34:00,1096.0,89.59,23.55
2026-06-01 09:36:00,1095.1,80.13,28.44
2026-06-01 09:38:00,1083.9,89.37,28.11
2026-06-01 09:40:00,1081.7,60.57,32.85
2026-06-01 09:42:00,1090.6,86.46,29.73
2026-06-01 09:44:00,1090.5,85.86,35.48
2026-06-01 09:46:00,1092.2,64.62,20.99
2026-06-01 09:48:00,1088.3,74.74,22.49
2026-06-01 09:50:00,1096.0,81.63,29.14
2026-06-01 09:52:00,1084.8,77.4,25.35
2026-06-01 09:54:00,1063.9,67.16,28.03
2026-06-01 09:56:00,1078.6,68.07,33.56
2026-06-01 09:58:00,1049.0,79.76,18.97
2026-06-01 10:00:00,1060.5,88.15,22.12
2026-06-01 10:02:00,1074.3,78.47,34.01
2026-06-01 10:04:00,1071.7,75.2,21.59
2026-06-01 10:06:00,1075.4,61.04,21.59
2026-06-01 10:08:00,1060.0,79.18,35.26
2026-06-01 10:10:00,1070.8,64.6,21.88
2026-06-01 10:12:00,1096.0,90.19,22.09
2026-06-01 10:14:00,1088.9,82.66,38.11
2026-06-01 10:16:00,1088.4,85.79,22.27
2026-06-01 10:18:00,1084.5,77.38,36.82
2026-06-01 10:20:00,1106.1,85.06,23.19
2026-06-01 10:22:00,1064.7,66.38,22.67
2026-06-01 10:24:00,1070.2,69.63,23.4
2026-06-01 10:26:00,1081.4,80.4,30.28
2026-06-01 10:28:00,1100.9,92.48,40.79
2026-06-01 10:30:00,1081.5,66.64,33.93
2026-06-01 10:32:00,1071.1,81.43,34.66
2026-06-01 10:34:00,1050.0,67.88,26.17
2026-06-01 10:36:00,1078.4,82.09,29.9
2026-06-01 10:38:00,1090.7,88.59,29.22
2026-06-01 10:40:00,1084.8,67.3,32.95
2026-06-01 10:42:00,1051.4,79.63,21.45
2026-06-01 10:44:00,1082.4,67.87,39.8
2026-06-01 10:46:00,1078.9,86.02,30.04
2026-06-01 10:48:00,1083.2,76.26,27.59
2026-06-01 10:50:00,1069.4,64.35,27.54
2026-06-01 10:52:00,1055.6,61.98,38.43
2026-06-01 10:54:00,1092.4,68.82,22.34
2026-06-01 10:56:00,1076.2,84.98,28.68
2026-06-01 10:58:00,1055.8,76.59,33.17
2026-06-01 11:00:00,1057.7,81.57,33.01
2026-06-01 11:02:00,1057.7,84.8,35.85
2026-06-01 11:04:00,1078.4,64.9,26.17
2026-06-01 11:06:00,1066.5,76.29,38.91
2026-06-01 11:08:00,1073.9,76.32,21.38
2026-06-01 11:10:00,1061.7,89.48,39.24
2026-06-01 11:12:00,1076.7,76.84,30.46
2026-06-01 11:14:00,1068.1,64.71,20.86
2026-06-01 11:16:00,1079.6,81.87,40.23
2026-06-01 11:18:00,1047.3,78.62,28.1
2026-06-01 11:20:00,1060.1,84.86,38.75
2026-06-01 11:22:00,1066.2,75.24,32.52
2026-06-01 11:24:00,1066.0,88.23,33.94
2026-06-01 11:26:00,1078.7,68.05,33.97
2026-06-01 11:28:00,1087.4,82.19,41.21
2026-06-01 11:30:00,1045.7,87.6,27.28
2026-06-01 11:32:00,1067.8,82.64,37.81
2026-06-01 11:34:00,1069.3,70.44,33.67
2026-06-01 11:36:00,1071.9,73.96,36.8
2026-06-01 11:38:00,1073.5,77.39,20.64
2026-06-01 11:40:00,1046.5,79.22,26.95
2026-06-01 11:42:00,1041.3,64.97,26.38
2026-06-01 11:44:00,1087.6,76.37,28.83
2026-06-01 11:46:00,1078.1,77.09,30.34
2026-06-01 11:48:00,1042.1,73.92,31.12
2026-06-01 11:50:00,1038.3,81.92,33.13
2026-06-01 11:52:00,1074.3,88.95,21.77
2026-06-01 11:54:00,1067.2,70.97,22.24
2026-06-01 11:56:00,1037.5,66.68,34.79
2026-06-01 11:58:00,1061.5,69.19,32.13
2026-06-01 12:00:00,1035.2,62.17,22.88
2026-06-01 12:02:00,1064.1,66.85,31.21
2026-06-01 12:04:00,1041.0,66.79,38.81
2026-06-01 12:06:00,1054.8,84.66,31.24
2026-06-01 12:08:00,1051.9,78.24,36.48
2026-06-01 12:10:00,1043.6,66.2,23.92
2026-06-01 12:12:00,1029.0,84.9,26.02
2026-06-01 12:14:00,1076.2,86.04,26.81
2026-06-01 12:16:00,1045.6,62.42,32.26
2026-06-01 12:18:00,1068.7,79.47,24.3
2026-06-01 12:20:00,1059.5,63.82,20.95
2026-06-01 12:22:00,1056.2,78.83,31.24
2026-06-01 12:24:00,1041.6,74.07,39.34
2026-06-01 12:26:00,1029.5,78.8,27.06
2026-06-01 12:28:00,1075.2,92.25,23.83
2026-06-01 12:30:00,1041.7,80.9,31.15
2026-06-01 12:32:00,1044.3,86.26,23.55
2026-06-01 12:34:00,1046.9,66.49,26.95
2026-06-01 12:36:00,1050.5,84.06,24.7
2026-06-01 12:38:00,1038.5,85.25,32.44
2026-06-01 12:40:00,1020.1,77.09,38.39
2026-06-01 12:42:00,1055.6,77.29,34.89
2026-06-01 12:44:00,1039.4,87.67,22.98
2026-06-01 12:46:00,1049.2,65.94,30.67
2026-06-01 12:48:00,1048.3,70.26,33.21
2026-06-01 12:50:00,1036.4,86.46,24.01
2026-06-01 12:52:00,1033.6,86.17,29.98
2026-06-01 12:54:00,1045.3,75.15,32.23
2026-06-01 12:56:00,1052.9,85.07,35.78
2026-06-01 12:58:00,1045.4,60.62,25.83
2026-06-01 13:00:00,1025.3,86.93,30.49
2026-06-01 13:02:00,1017.1,69.91,27.95
2026-06-01 13:04:00,1042.9,75.49,40.13
2026-06-01 13:06:00,1074.5,69.99,40.48
2026-06-01 13:08:00,1038.3,86.46,37.42
2026-06-01 13:10:00,1035.6,83.55,26.02
2026-06-01 13:12:00,1034.4,80.59,26.79
2026-06-01 13:14:00,1025.7,78.1,35.88
2026-06-01 13:16:00,1036.7,82.91,23.48
2026-06-01 13:18:00,1049.3,73.19,23.54
2026-06-01 13:20:00,1027.9,63.14,38.81
2026-06-01 13:22:00,1034.3,88.69,28.51
2026-06-01 13:24:00,1038.0,63.27,32.86
2026-06-01 13:26:00,1007.4,75.62,31.52
2026-06-01 13:28:00,1033.9,89.53,21.0
2026-06-01 13:30:00,1059.4,91.75,25.9
2026-06-01 13:32:00,1027.9,60.95,29.73
2026-06-01 13:34:00,1032.5,83.97,32.08
2026-06-01 13:36:00,1051.3,74.21,23.33
2026-06-01 13:38:00,1014.8,71.27,22.78
2026-06-01 13:40:00,1019.5,80.25,34.51
2026-06-01 13:42:00,1090.0,69.78,28.28
2026-06-01 13:44:00,1028.9,65.64,19.83
2026-06-01 13:46:00,1042.9,89.86,36.32
2026-06-01 13:48:00,1036.8,76.42,29.08
2026-06-01 13:50:00,1045.7,63.81,30.2
2026-06-01 13:52:00,1030.4,73.62,27.19
2026-06-01 13:54:00,1023.8,72.46,35.04
2026-06-01 13:56:00,1027.0,72.12,24.59
2026-06-01 13:58:00,1052.7,62.71,38.82
2026-06-01 14:00:00,1057.4,90.09,34.35
2026-06-01 14:02:00,1015.9,61.09,29.91
2026-06-01 14:04:00,1031.9,81.1,21.18
2026-06-01 14:06:00,1014.8,80.47,20.93
2026-06-01 14:08:00,1004.8,81.22,32.22
2026-06-01 14:10:00,1010.4,63.77,21.24
2026-06-01 14:12:00,1042.8,62.41,22.53
2026-06-01 14:14:00,1035.8,69.94,35.92
2026-06-01 14:16:00,1003.7,61.51,31.23
2026-06-01 14:18:00,1047.5,81.57,31.73
2026-06-01 14:20:00,1015.3,77.09,31.17
2026-06-01 14:22:00,1038.9,85.74,33.83
2026-06-01 14:24:00,1019.5,66.19,27.17
2026-06-01 14:26:00,1012.4,71.92,31.63
2026-06-01 14:28:00,1021.7,79.04,25.55
2026-06-01 14:30:00,1020.8,85.43,36.72
2026-06-01 14:32:00,1022.5,73.57,36.71
2026-06-01 14:34:00,1029.2,83.72,33.34
2026-06-01 14:36:00,1027.7,88.39,21.0
2026-06-01 14:38:00,1005.5,62.01,33.55
2026-06-01 14:40:00,1017.1,84.43,34.26
2026-06-01 14:42:00,1033.8,78.59,30.61
2026-06-01 14:44:00,1033.5,87.05,33.15
2026-06-01 14:46:00,998.6,62.16,27.91
2026-06-01 14:48:00,1021.9,65.81,30.94
2026-06-01 14:50:00,1012.2,77.2,23.12
2026-06-01 14:52:00,1042.9,61.95,36.12
2026-06-01 14:54:00,1015.9,81.46,23.59
2026-06-01 14:56:00,1023.2,64.29,26.02
2026-06-01 14:58:00,1031.3,90.52,27.68
2026-06-01 15:00:00,1040.5,80.38,29.13
2026-06-01 15:02:00,1008.7,80.27,19.76
2026-06-01 15:04:00,991.8,60.5,30.62
2026-06-01 15:06:00,1033.6,81.16,22.24
2026-06-01 15:08:00,1037.8,80.42,34.69
2026-06-01 15:10:00,1044.7,71.1,38.01
2026-06-01 15:12:00,1002.4,68.8,35.08
2026-06-01 15:14:00,1014.6,83.65,30.34
2026-06-01 15:16:00,997.5,71.31,20.92
2026-06-01 15:18:00,1011.7,77.66,34.57
2026-06-01 15:20:00,999.3,82.03,21.6
2026-06-01 15:22:00,1042.5,87.98,29.07
2026-06-01 15:24:00,1042.9,73.69,28.1
2026-06-01 15:26:00,1037.8,63.04,37.79
2026-06-01 15:28:00,1016.8,88.43,25.29
2026-06-01 15:30:00,988.1,83.53,35.51
2026-06-01 15:32:00,1022.3,75.26,23.05
2026-06-01 15:34:00,1006.7,81.04,29.53
2026-06-01 15:36:00,1039.6,67.26,33.45
2026-06-01 15:38:00,1007.8,81.86,32.8
2026-06-01 15:40:00,1013.1,67.26,38.05
2026-06-01 15:42:00,1011.6,67.85,35.04
2026-06-01 15:44:00,1037.0,76.87,21.79
2026-06-01 15:46:00,1010.6,86.79,22.58
2026-06-01 15:48:00,978.3,83.36,18.62
2026-06-01 15:50:00,1027.9,90.23,31.87
2026-06-01 15:52:00,991.2,87.1,23.96
2026-06-01 15:54:00,1006.7,65.15,30.91
2026-06-01 15:56:00,1021.6,71.18,22.63
2026-06-01 15:58:00,1014.1,66.71,24.99
2026-06-01 16:00:00,1009.7,63.74,37.35
2026-06-01 16:02:00,1023.9,63.75,35.02
2026-06-01 16:04:00,994.3,73.3,22.69
2026-06-01 16:06:00,1008.0,85.63,33.45
2026-06-01 16:08:00,971.3,72.82,19.47
2026-06-01 16:10:00,991.6,82.68,28.43
2026-06-01 16:12:00,997.0,68.94,34.65
2026-06-01 16:14:00,994.7,64.95,36.96
2026-06-01 16:16:00,1002.3,82.72,20.32
2026-06-01 16:18:00,983.3,71.57,37.01
2026-06-01 16:20:00,1004.0,79.43,36.31
2026-06-01 16:22:00,1054.6,88.06,41.68
2026-06-01 16:24:00,1008.4,83.96,31.64
2026-06-01 16:26:00,985.1,81.78,26.84
2026-06-01 16:28:00,1007.7,80.98,35.92
2026-06-01 16:30:00,1019.5,86.99,38.76
2026-06-01 16:32:00,1001.7,86.32,32.83
2026-06-01 16:34:00,1000.6,72.6,32.0
2026-06-01 16:36:00,1007.1,72.57,39.7
2026-06-01 16:38:00,1027.9,81.16,24.38
2026-06-01 16:40:00,1003.9,60.1,31.05
2026-06-01 16:42:00,1021.5,83.06,38.54
2026-06-01 16:44:00,1009.6,86.04,36.53
2026-06-01 16:46:00,1001.4,80.78,26.02
2026-06-01 16:48:00,1026.5,72.71,30.87
2026-06-01 16:50:00,1004.9,69.88,23.39
2026-06-01 16:52:00,1019.3,68.46,23.47
2026-06-01 16:54:00,1014.9,74.33,35.39
2026-06-01 16:56:00,1025.0,87.07,30.34
2026-06-01 16:58:00,1029.5,81.31,23.67
2026-06-01 17:00:00,984.0,60.32,22.61
2026-06-01 17:02:00,1019.5,68.6,37.63
2026-06-01 17:04:00,1014.8,76.69,26.76
2026-06-01 17:06:00,981.5,58.98,25.07
2026-06-01 17:08:00,1009.4,83.75,36.15
2026-06-01 17:10:00,1004.4,68.08,38.28
2026-06-01 17:12:00,1011.8,74.42,29.71
2026-06-01 17:14:00,1030.2,79.25,29.03
2026-06-01 17:16:00,993.7,86.74,25.2
2026-06-01 17:18:00,1000.3,68.63,38.15
2026-06-01 17:20:00,1092.8,89.99,35.09
2026-06-01 17:22:00,1010.9,85.8,26.09
2026-06-01 17:24:00,1007.2,67.81,20.52
2026-06-01 17:26:00,1029.3,71.8,33.35
2026-06-01 17:28:00,985.9,59.86,37.27
2026-06-01 17:30:00,985.7,78.43,31.06
2026-06-01 17:32:00,1000.1,60.88,31.58
2026-06-01 17:34:00,999.2,85.42,30.3
2026-06-01 17:36:00,987.8,85.9,32.69
2026-06-01 17:38:00,1005.3,86.73,31.61
2026-06-01 17:40:00,961.2,68.98,33.45
2026-06-01 17:42:00,1011.9,87.79,29.38
2026-06-01 17:44:00,1025.9,83.5,25.96
2026-06-01 17:46:00,1021.4,65.1,28.68
2026-06-01 17:48:00,1034.3,81.28,36.5
2026-06-01 17:50:00,999.1,78.76,21.29
2026-06-01 17:52:00,990.6,60.26,22.24
